Date,Category,Region_ID,Quantity,Sales_Channel,Sales_Amount,Cost_of_Goods,Brand Name,Product Name,Region_Name,Profit,Sales_Channel_ID,Product_ID
2023-01-04,Electronics,R4,5,Online,25042.85,18782.14,SoundMax,Bluetooth Speaker,West,6260.71,SC002,P0001
2023-01-05,Electronics,R2,4,Retail,21771.41,16328.56,SoundMax,Bluetooth Speaker,South,5442.85,SC003,P0001
2023-01-05,Furniture,R1,5,Distributor,119890.84,86321.41,WoodCraft,Wardrobe,North,33569.44,SC001,P0008
2023-01-05,Electronics,R4,4,Online,116551.15,95571.94,TechPro,Smartphone Z,West,20979.21,SC002,P0006
2023-01-06,Electronics,R3,5,Online,321643.83,257315.07,TechPro,Laptop X,East,64328.77,SC002,P0003
2023-01-06,Electronics,R2,3,Online,14308.24,10731.18,SoundMax,Bluetooth Speaker,South,3577.06,SC002,P0001
2023-01-06,Electronics,R2,1,Online,4903.84,3677.88,SoundMax,Bluetooth Speaker,South,1225.96,SC002,P0001
2023-01-07,Accessories,R1,3,Retail,4320.79,2808.51,ChargeFast,Power Bank,North,1512.28,SC003,P0005
2023-01-07,Electronics,R2,4,Distributor,218470.98,174776.78,TechPro,Laptop X,South,43694.2,SC001,P0003
2023-01-07,Electronics,R3,5,Retail,299367.17,239493.73,TechPro,Laptop X,East,59873.43,SC003,P0003
2023-01-08,Furniture,R3,3,Retail,71132.4,51215.33,WoodCraft,Wardrobe,East,19917.07,SC003,P0008
2023-01-08,Accessories,R3,3,Online,7974.65,4784.79,CarryLite,Laptop Bag,East,3189.86,SC002,P0002
2023-01-08,Furniture,R2,5,Online,37508.51,28131.38,HomeEase,Office Chair,South,9377.13,SC002,P0004
2023-01-08,Electronics,R3,4,Retail,20580.69,15435.52,SoundMax,Bluetooth Speaker,East,5145.17,SC003,P0001
2023-01-08,Electronics,R2,1,Online,62108.28,49686.63,TechPro,Laptop X,South,12421.66,SC002,P0003
2023-01-09,Electronics,R2,4,Retail,18699.82,14024.86,SoundMax,Bluetooth Speaker,South,4674.95,SC003,P0001
2023-01-09,Accessories,R2,4,Online,6069.95,3945.47,ChargeFast,Power Bank,South,2124.48,SC002,P0005
2023-01-10,Furniture,R2,3,Retail,22496.56,16872.42,HomeEase,Office Chair,South,5624.14,SC003,P0004
2023-01-10,Electronics,R3,4,Online,259130.6,207304.48,TechPro,Laptop X,East,51826.12,SC002,P0003
2023-01-10,Furniture,R2,1,Distributor,22525.31,16218.22,WoodCraft,Wardrobe,South,6307.09,SC001,P0008
2023-01-10,Electronics,R2,5,Online,141728.08,116217.03,TechPro,Smartphone Z,South,25511.05,SC002,P0006
2023-01-10,Furniture,R2,3,Online,21661.97,16246.48,HomeEase,Office Chair,South,5415.49,SC002,P0004
2023-01-11,Furniture,R2,5,Online,124668.55,89761.36,WoodCraft,Wardrobe,South,34907.2,SC002,P0008
2023-01-11,Accessories,R4,4,Online,10337.85,6202.71,CarryLite,Laptop Bag,West,4135.14,SC002,P0002
2023-01-12,Electronics,R2,1,Online,54523.25,43618.6,TechPro,Laptop X,South,10904.65,SC002,P0003
2023-01-12,Accessories,R4,3,Distributor,4722.95,3069.92,ChargeFast,Power Bank,West,1653.03,SC001,P0005
2023-01-13,Accessories,R2,4,Online,10706.02,6423.61,CarryLite,Laptop Bag,South,4282.41,SC002,P0002
2023-01-13,Electronics,R1,3,Online,168101.74,134481.39,TechPro,Laptop X,North,33620.35,SC002,P0003
2023-01-14,Electronics,R3,2,Online,61380.09,50331.67,TechPro,Smartphone Z,East,11048.42,SC002,P0006
2023-01-14,Accessories,R2,2,Online,3144.46,2043.9,ChargeFast,Power Bank,South,1100.56,SC002,P0005
2023-01-15,Electronics,R2,2,Online,63721.36,52251.52,TechPro,Smartphone Z,South,11469.84,SC002,P0006
2023-01-15,Accessories,R1,4,Online,10596.59,6357.95,CarryLite,Laptop Bag,North,4238.64,SC002,P0002
2023-01-16,Electronics,R4,4,Retail,121892.76,99952.06,TechPro,Smartphone Z,West,21940.7,SC003,P0006
2023-01-16,Electronics,R1,5,Online,26694.67,20021.0,SoundMax,Bluetooth Speaker,North,6673.67,SC002,P0001
2023-01-17,Electronics,R4,4,Online,115839.63,94988.5,TechPro,Smartphone Z,West,20851.13,SC002,P0006
2023-01-17,Accessories,R1,4,Online,6410.43,4166.78,ChargeFast,Power Bank,North,2243.65,SC002,P0005
2023-01-17,Electronics,R2,4,Online,111185.89,91172.43,TechPro,Smartphone Z,South,20013.46,SC002,P0006
2023-01-18,Furniture,R1,3,Online,44450.74,34671.58,HomeEase,Study Table,North,9779.16,SC002,P0007
2023-01-18,Electronics,R1,1,Online,62262.0,49809.6,TechPro,Laptop X,North,12452.4,SC002,P0003
2023-01-18,Electronics,R1,1,Online,30961.18,25388.17,TechPro,Smartphone Z,North,5573.01,SC002,P0006
2023-01-19,Furniture,R3,5,Online,34437.2,25827.9,HomeEase,Office Chair,East,8609.3,SC002,P0004
2023-01-19,Electronics,R4,4,Online,18184.01,13638.01,SoundMax,Bluetooth Speaker,West,4546.0,SC002,P0001
2023-01-20,Electronics,R3,2,Online,63160.37,51791.51,TechPro,Smartphone Z,East,11368.87,SC002,P0006
2023-01-20,Accessories,R1,2,Online,3069.51,1995.18,ChargeFast,Power Bank,North,1074.33,SC002,P0005
2023-01-21,Accessories,R2,2,Online,3000.62,1950.41,ChargeFast,Power Bank,South,1050.22,SC002,P0005
2023-01-21,Furniture,R1,2,Online,12674.23,9505.67,HomeEase,Office Chair,North,3168.56,SC002,P0004
2023-01-22,Furniture,R2,5,Online,75684.25,59033.72,HomeEase,Study Table,South,16650.54,SC002,P0007
2023-01-22,Accessories,R4,3,Retail,7043.69,4226.21,CarryLite,Laptop Bag,West,2817.47,SC003,P0002
2023-01-22,Electronics,R2,2,Online,10366.01,7774.51,SoundMax,Bluetooth Speaker,South,2591.5,SC002,P0001
2023-01-22,Electronics,R4,2,Online,114256.67,91405.33,TechPro,Laptop X,West,22851.33,SC002,P0003
2023-01-22,Electronics,R3,5,Online,136175.59,111663.98,TechPro,Smartphone Z,East,24511.61,SC002,P0006
2023-01-23,Accessories,R2,3,Online,8235.76,4941.45,CarryLite,Laptop Bag,South,3294.3,SC002,P0002
2023-01-23,Electronics,R2,5,Online,142157.91,116569.48,TechPro,Smartphone Z,South,25588.42,SC002,P0006
2023-01-24,Furniture,R1,1,Online,7007.35,5255.51,HomeEase,Office Chair,North,1751.84,SC002,P0004
2023-01-24,Accessories,R2,4,Online,5413.01,3518.45,ChargeFast,Power Bank,South,1894.55,SC002,P0005
2023-01-24,Accessories,R2,4,Distributor,6088.13,3957.28,ChargeFast,Power Bank,South,2130.84,SC001,P0005
2023-01-24,Furniture,R1,4,Online,28966.1,21724.58,HomeEase,Office Chair,North,7241.53,SC002,P0004
2023-01-25,Accessories,R4,2,Online,3284.55,2134.96,ChargeFast,Power Bank,West,1149.59,SC002,P0005
2023-01-25,Accessories,R2,3,Retail,4685.25,3045.41,ChargeFast,Power Bank,South,1639.84,SC003,P0005
2023-01-25,Accessories,R4,5,Online,13346.2,8007.72,CarryLite,Laptop Bag,West,5338.48,SC002,P0002
2023-01-25,Electronics,R2,2,Retail,54976.19,45080.47,TechPro,Smartphone Z,South,9895.71,SC003,P0006
2023-01-25,Electronics,R2,4,Retail,18946.74,14210.06,SoundMax,Bluetooth Speaker,South,4736.69,SC003,P0001
2023-01-26,Accessories,R2,3,Retail,4749.43,3087.13,ChargeFast,Power Bank,South,1662.3,SC003,P0005
2023-01-26,Furniture,R1,3,Online,71305.23,51339.77,WoodCraft,Wardrobe,North,19965.47,SC002,P0008
2023-01-26,Electronics,R1,5,Online,159683.71,130940.64,TechPro,Smartphone Z,North,28743.07,SC002,P0006
2023-01-26,Furniture,R2,4,Distributor,95714.24,68914.25,WoodCraft,Wardrobe,South,26799.99,SC001,P0008
2023-01-27,Furniture,R4,5,Online,31802.12,23851.59,HomeEase,Office Chair,West,7950.53,SC002,P0004
2023-01-27,Accessories,R4,4,Distributor,6064.63,3942.01,ChargeFast,Power Bank,West,2122.62,SC001,P0005
2023-01-27,Accessories,R1,1,Online,1538.27,999.87,ChargeFast,Power Bank,North,538.39,SC002,P0005
2023-01-27,Furniture,R1,4,Online,92135.12,66337.29,WoodCraft,Wardrobe,North,25797.83,SC002,P0008
2023-01-27,Electronics,R1,2,Online,56752.74,46537.24,TechPro,Smartphone Z,North,10215.49,SC002,P0006
2023-01-28,Electronics,R2,1,Online,57357.16,45885.73,TechPro,Laptop X,South,11471.43,SC002,P0003
2023-01-28,Electronics,R3,3,Online,191611.34,153289.07,TechPro,Laptop X,East,38322.27,SC002,P0003
2023-01-28,Accessories,R2,2,Distributor,3259.64,2118.76,ChargeFast,Power Bank,South,1140.87,SC001,P0005
2023-01-28,Accessories,R1,1,Online,2490.19,1494.11,CarryLite,Laptop Bag,North,996.07,SC002,P0002
2023-01-28,Accessories,R2,3,Online,8013.18,4807.91,CarryLite,Laptop Bag,South,3205.27,SC002,P0002
2023-01-29,Electronics,R2,4,Online,255019.25,204015.4,TechPro,Laptop X,South,51003.85,SC002,P0003
2023-01-29,Accessories,R4,5,Online,8167.15,5308.65,ChargeFast,Power Bank,West,2858.5,SC002,P0005
2023-01-30,Electronics,R2,3,Online,171890.34,137512.28,TechPro,Laptop X,South,34378.07,SC002,P0003
2023-01-30,Electronics,R3,4,Online,228896.28,183117.02,TechPro,Laptop X,East,45779.26,SC002,P0003
2023-01-30,Electronics,R2,3,Retail,86539.99,70962.79,TechPro,Smartphone Z,South,15577.2,SC003,P0006
2023-01-31,Furniture,R1,1,Retail,6487.62,4865.72,HomeEase,Office Chair,North,1621.91,SC003,P0004
2023-01-31,Electronics,R4,3,Online,14138.89,10604.17,SoundMax,Bluetooth Speaker,West,3534.72,SC002,P0001
2023-02-01,Furniture,R2,2,Online,27546.01,21485.89,HomeEase,Study Table,South,6060.12,SC002,P0007
2023-02-01,Furniture,R2,3,Retail,20151.43,15113.57,HomeEase,Office Chair,South,5037.86,SC003,P0004
2023-02-01,Furniture,R4,0,Online,0.0,0.0,HomeEase,Office Chair,West,0.0,SC002,P0004
2023-02-02,Electronics,R4,4,Online,226038.28,180830.62,TechPro,Laptop X,West,45207.66,SC002,P0003
2023-02-02,Furniture,R1,2,Online,46388.27,33399.56,WoodCraft,Wardrobe,North,12988.72,SC002,P0008
2023-02-02,Furniture,R4,4,Online,30649.42,22987.06,HomeEase,Office Chair,West,7662.35,SC002,P0004
2023-02-02,Furniture,R1,3,Online,72714.29,52354.29,WoodCraft,Wardrobe,North,20360.0,SC002,P0008
2023-02-02,Electronics,R1,1,Online,32365.3,26539.55,TechPro,Smartphone Z,North,5825.75,SC002,P0006
2023-02-03,Furniture,R2,0,Online,0.0,0.0,HomeEase,Office Chair,South,0.0,SC002,P0004
2023-02-03,Furniture,R4,1,Online,26841.51,19325.88,WoodCraft,Wardrobe,West,7515.62,SC002,P0008
2023-02-04,Furniture,R4,1,Online,7363.94,5522.95,HomeEase,Office Chair,West,1840.98,SC002,P0004
2023-02-04,Furniture,R3,2,Online,31280.1,24398.48,HomeEase,Study Table,East,6881.62,SC002,P0007
2023-02-04,Accessories,R3,1,Online,1484.22,964.75,ChargeFast,Power Bank,East,519.48,SC002,P0005
2023-02-04,Furniture,R1,3,Retail,67801.07,48816.77,WoodCraft,Wardrobe,North,18984.3,SC003,P0008
2023-02-04,Electronics,R1,0,Online,0.0,0.0,SoundMax,Bluetooth Speaker,North,0.0,SC002,P0001
2023-02-05,Electronics,R4,3,Online,90667.92,74347.69,TechPro,Smartphone Z,West,16320.23,SC002,P0006
2023-02-05,Furniture,R2,4,Online,27233.26,20424.95,HomeEase,Office Chair,South,6808.32,SC002,P0004
2023-02-05,Furniture,R1,4,Online,65204.3,50859.36,HomeEase,Study Table,North,14344.95,SC002,P0007
2023-02-05,Electronics,R1,3,Online,192629.43,154103.54,TechPro,Laptop X,North,38525.89,SC002,P0003
2023-02-05,Electronics,R1,2,Retail,60294.14,49441.19,TechPro,Smartphone Z,North,10852.94,SC003,P0006
2023-02-06,Furniture,R4,2,Online,53655.07,38631.65,WoodCraft,Wardrobe,West,15023.42,SC002,P0008
2023-02-06,Accessories,R2,0,Retail,0.0,0.0,CarryLite,Laptop Bag,South,0.0,SC003,P0002
2023-02-06,Furniture,R2,1,Retail,14471.04,11287.41,HomeEase,Study Table,South,3183.63,SC003,P0007
2023-02-06,Electronics,R3,0,Online,0.0,0.0,TechPro,Laptop X,East,0.0,SC002,P0003
2023-02-06,Electronics,R2,4,Distributor,241564.29,193251.43,TechPro,Laptop X,South,48312.86,SC001,P0003
2023-02-07,Electronics,R2,1,Online,28934.12,23725.98,TechPro,Smartphone Z,South,5208.14,SC002,P0006
2023-02-07,Accessories,R1,0,Online,0.0,0.0,CarryLite,Laptop Bag,North,0.0,SC002,P0002
2023-02-08,Furniture,R2,3,Distributor,81975.4,59022.29,WoodCraft,Wardrobe,South,22953.11,SC001,P0008
2023-02-08,Electronics,R4,2,Online,10852.9,8139.67,SoundMax,Bluetooth Speaker,West,2713.22,SC002,P0001
2023-02-08,Furniture,R1,3,Retail,19587.35,14690.52,HomeEase,Office Chair,North,4896.84,SC003,P0004
2023-02-08,Electronics,R1,3,Online,173383.08,138706.46,TechPro,Laptop X,North,34676.62,SC002,P0003
2023-02-08,Furniture,R4,2,Online,30744.61,23980.8,HomeEase,Study Table,West,6763.81,SC002,P0007
2023-02-09,Furniture,R2,1,Online,25217.76,18156.79,WoodCraft,Wardrobe,South,7060.97,SC002,P0008
2023-02-09,Accessories,R2,2,Online,5127.71,3076.62,CarryLite,Laptop Bag,South,2051.08,SC002,P0002
2023-02-10,Furniture,R4,2,Online,52885.97,38077.9,WoodCraft,Wardrobe,West,14808.07,SC002,P0008
2023-02-10,Electronics,R3,0,Retail,0.0,0.0,TechPro,Laptop X,East,0.0,SC003,P0003
2023-02-10,Furniture,R2,4,Retail,55327.58,43155.51,HomeEase,Study Table,South,12172.07,SC003,P0007
2023-02-10,Accessories,R3,4,Online,5983.63,3889.36,ChargeFast,Power Bank,East,2094.27,SC002,P0005
2023-02-10,Electronics,R3,2,Online,121572.2,97257.76,TechPro,Laptop X,East,24314.44,SC002,P0003
2023-02-11,Electronics,R4,1,Distributor,65367.4,52293.92,TechPro,Laptop X,West,13073.48,SC001,P0003
2023-02-11,Electronics,R1,0,Online,0.0,0.0,TechPro,Laptop X,North,0.0,SC002,P0003
2023-02-11,Accessories,R1,4,Distributor,6507.0,4229.55,ChargeFast,Power Bank,North,2277.45,SC001,P0005
2023-02-12,Furniture,R2,2,Online,14662.04,10996.53,HomeEase,Office Chair,South,3665.51,SC002,P0004
2023-02-12,Accessories,R4,4,Online,6581.81,4278.18,ChargeFast,Power Bank,West,2303.63,SC002,P0005
2023-02-12,Accessories,R4,2,Online,3054.77,1985.6,ChargeFast,Power Bank,West,1069.17,SC002,P0005
2023-02-12,Electronics,R3,0,Online,0.0,0.0,TechPro,Laptop X,East,0.0,SC002,P0003
2023-02-12,Electronics,R2,1,Retail,4965.7,3724.28,SoundMax,Bluetooth Speaker,South,1241.43,SC003,P0001
2023-02-13,Furniture,R2,2,Online,12994.4,9745.8,HomeEase,Office Chair,South,3248.6,SC002,P0004
2023-02-13,Electronics,R1,0,Online,0.0,0.0,SoundMax,Bluetooth Speaker,North,0.0,SC002,P0001
2023-02-13,Furniture,R1,0,Online,0.0,0.0,HomeEase,Study Table,North,0.0,SC002,P0007
2023-02-13,Accessories,R2,4,Retail,9368.93,5621.36,CarryLite,Laptop Bag,South,3747.57,SC003,P0002
2023-02-14,Furniture,R2,2,Online,13578.28,10183.71,HomeEase,Office Chair,South,3394.57,SC002,P0004
2023-02-14,Electronics,R1,2,Online,109577.01,87661.61,TechPro,Laptop X,North,21915.4,SC002,P0003
2023-02-14,Furniture,R2,0,Online,0.0,0.0,WoodCraft,Wardrobe,South,0.0,SC002,P0008
2023-02-14,Furniture,R1,2,Online,48733.09,35087.83,WoodCraft,Wardrobe,North,13645.27,SC002,P0008
2023-02-15,Accessories,R2,3,Online,4805.81,3123.78,ChargeFast,Power Bank,South,1682.03,SC002,P0005
2023-02-15,Accessories,R1,2,Online,3003.3,1952.15,ChargeFast,Power Bank,North,1051.16,SC002,P0005
2023-02-15,Furniture,R4,0,Online,0.0,0.0,HomeEase,Office Chair,West,0.0,SC002,P0004
2023-02-16,Electronics,R3,3,Retail,97999.38,80359.49,TechPro,Smartphone Z,East,17639.89,SC003,P0006
2023-02-16,Electronics,R2,1,Retail,27513.05,22560.7,TechPro,Smartphone Z,South,4952.35,SC003,P0006
2023-02-16,Electronics,R1,4,Retail,19685.7,14764.27,SoundMax,Bluetooth Speaker,North,4921.42,SC003,P0001
2023-02-16,Accessories,R3,1,Online,2431.53,1458.92,CarryLite,Laptop Bag,East,972.61,SC002,P0002
2023-02-16,Electronics,R2,0,Retail,0.0,0.0,TechPro,Laptop X,South,0.0,SC003,P0003
2023-02-17,Electronics,R4,1,Online,30394.66,24923.62,TechPro,Smartphone Z,West,5471.04,SC002,P0006
2023-02-17,Accessories,R4,2,Online,5012.46,3007.47,CarryLite,Laptop Bag,West,2004.98,SC002,P0002
2023-02-17,Furniture,R3,2,Online,29530.22,23033.57,HomeEase,Study Table,East,6496.65,SC002,P0007
2023-02-17,Electronics,R1,2,Online,127742.01,102193.61,TechPro,Laptop X,North,25548.4,SC002,P0003
2023-02-17,Furniture,R2,0,Online,0.0,0.0,HomeEase,Study Table,South,0.0,SC002,P0007
2023-02-18,Accessories,R1,2,Online,5400.02,3240.01,CarryLite,Laptop Bag,North,2160.01,SC002,P0002
2023-02-18,Accessories,R2,4,Online,5610.45,3646.79,ChargeFast,Power Bank,South,1963.66,SC002,P0005
2023-02-18,Accessories,R2,1,Retail,1399.89,909.93,ChargeFast,Power Bank,South,489.96,SC003,P0005
2023-02-19,Electronics,R3,4,Online,256179.79,204943.83,TechPro,Laptop X,East,51235.96,SC002,P0003
2023-02-19,Electronics,R3,1,Online,58759.79,47007.83,TechPro,Laptop X,East,11751.96,SC002,P0003
2023-02-19,Accessories,R3,3,Online,4535.86,2948.31,ChargeFast,Power Bank,East,1587.55,SC002,P0005
2023-02-19,Electronics,R4,2,Distributor,9668.49,7251.37,SoundMax,Bluetooth Speaker,West,2417.12,SC001,P0001
2023-02-20,Electronics,R1,0,Retail,0.0,0.0,TechPro,Laptop X,North,0.0,SC003,P0003
2023-02-20,Furniture,R1,4,Retail,25213.1,18909.83,HomeEase,Office Chair,North,6303.28,SC003,P0004
2023-02-20,Accessories,R2,3,Online,4776.69,3104.85,ChargeFast,Power Bank,South,1671.84,SC002,P0005
2023-02-21,Electronics,R3,3,Online,90754.22,74418.46,TechPro,Smartphone Z,East,16335.76,SC002,P0006
2023-02-21,Accessories,R3,4,Retail,6230.73,4049.98,ChargeFast,Power Bank,East,2180.76,SC003,P0005
2023-02-22,Accessories,R2,1,Online,1365.48,887.56,ChargeFast,Power Bank,South,477.92,SC002,P0005
2023-02-22,Furniture,R2,1,Distributor,15203.84,11858.99,HomeEase,Study Table,South,3344.84,SC001,P0007
2023-02-22,Accessories,R1,2,Retail,3254.64,2115.51,ChargeFast,Power Bank,North,1139.12,SC003,P0005
2023-02-23,Electronics,R2,2,Retail,115658.41,92526.73,TechPro,Laptop X,South,23131.68,SC003,P0003
2023-02-23,Accessories,R3,3,Online,6930.85,4158.51,CarryLite,Laptop Bag,East,2772.34,SC002,P0002
2023-02-23,Electronics,R2,3,Online,182607.4,146085.92,TechPro,Laptop X,South,36521.48,SC002,P0003
2023-02-24,Furniture,R3,0,Retail,0.0,0.0,HomeEase,Office Chair,East,0.0,SC003,P0004
2023-02-24,Furniture,R2,1,Online,13563.81,10579.77,HomeEase,Study Table,South,2984.04,SC002,P0007
2023-02-24,Accessories,R2,2,Distributor,5497.93,3298.76,CarryLite,Laptop Bag,South,2199.17,SC001,P0002
2023-02-24,Electronics,R1,3,Online,92295.1,75681.98,TechPro,Smartphone Z,North,16613.12,SC002,P0006
2023-02-24,Accessories,R2,3,Online,7856.37,4713.82,CarryLite,Laptop Bag,South,3142.55,SC002,P0002
2023-02-25,Electronics,R2,3,Online,187759.92,150207.94,TechPro,Laptop X,South,37551.98,SC002,P0003
2023-02-25,Furniture,R4,0,Online,0.0,0.0,HomeEase,Office Chair,West,0.0,SC002,P0004
2023-02-25,Electronics,R4,2,Retail,10177.11,7632.83,SoundMax,Bluetooth Speaker,West,2544.28,SC003,P0001
2023-02-26,Accessories,R3,1,Distributor,1400.11,910.07,ChargeFast,Power Bank,East,490.04,SC001,P0005
2023-02-26,Accessories,R2,4,Retail,10661.29,6396.77,CarryLite,Laptop Bag,South,4264.51,SC003,P0002
2023-02-26,Electronics,R1,0,Online,0.0,0.0,SoundMax,Bluetooth Speaker,North,0.0,SC002,P0001
2023-02-26,Accessories,R1,0,Distributor,0.0,0.0,CarryLite,Laptop Bag,North,0.0,SC001,P0002
2023-02-27,Accessories,R2,1,Online,2598.01,1558.81,CarryLite,Laptop Bag,South,1039.2,SC002,P0002
2023-02-27,Electronics,R1,0,Online,0.0,0.0,SoundMax,Bluetooth Speaker,North,0.0,SC002,P0001
2023-02-27,Furniture,R2,2,Online,27777.09,21666.13,HomeEase,Study Table,South,6110.96,SC002,P0007
2023-02-27,Accessories,R4,0,Online,0.0,0.0,CarryLite,Laptop Bag,West,0.0,SC002,P0002
2023-02-27,Electronics,R1,1,Retail,5032.6,3774.45,SoundMax,Bluetooth Speaker,North,1258.15,SC003,P0001
2023-02-28,Electronics,R4,1,Distributor,59941.76,47953.41,TechPro,Laptop X,West,11988.35,SC001,P0003
2023-02-28,Electronics,R4,1,Online,60525.35,48420.28,TechPro,Laptop X,West,12105.07,SC002,P0003
2023-03-01,Electronics,R2,3,Retail,96310.47,78974.59,TechPro,Smartphone Z,South,17335.88,SC003,P0006
2023-03-01,Accessories,R2,4,Online,10360.28,6216.17,CarryLite,Laptop Bag,South,4144.11,SC002,P0002
2023-03-02,Furniture,R4,0,Distributor,0.0,0.0,WoodCraft,Wardrobe,West,0.0,SC001,P0008
2023-03-02,Accessories,R4,1,Online,1595.39,1037.0,ChargeFast,Power Bank,West,558.39,SC002,P0005
2023-03-02,Accessories,R2,4,Online,10233.85,6140.31,CarryLite,Laptop Bag,South,4093.54,SC002,P0002
2023-03-02,Accessories,R1,4,Online,10559.69,6335.81,CarryLite,Laptop Bag,North,4223.88,SC002,P0002
2023-03-03,Electronics,R2,3,Distributor,15397.87,11548.4,SoundMax,Bluetooth Speaker,South,3849.47,SC001,P0001
2023-03-03,Accessories,R4,3,Online,6851.76,4111.05,CarryLite,Laptop Bag,West,2740.7,SC002,P0002
2023-03-03,Electronics,R4,0,Retail,0.0,0.0,TechPro,Laptop X,West,0.0,SC003,P0003
2023-03-04,Electronics,R4,3,Retail,94493.73,77484.86,TechPro,Smartphone Z,West,17008.87,SC003,P0006
2023-03-04,Electronics,R2,0,Online,0.0,0.0,TechPro,Laptop X,South,0.0,SC002,P0003
2023-03-04,Electronics,R2,1,Online,4773.63,3580.22,SoundMax,Bluetooth Speaker,South,1193.41,SC002,P0001
2023-03-04,Accessories,R1,4,Retail,10387.36,6232.42,CarryLite,Laptop Bag,North,4154.95,SC003,P0002
2023-03-04,Electronics,R4,2,Online,57279.11,46968.87,TechPro,Smartphone Z,West,10310.24,SC002,P0006
2023-03-05,Accessories,R2,4,Distributor,6166.23,4008.05,ChargeFast,Power Bank,South,2158.18,SC001,P0005
2023-03-05,Electronics,R2,1,Online,64729.19,51783.35,TechPro,Laptop X,South,12945.84,SC002,P0003
2023-03-06,Furniture,R1,3,Retail,75941.25,54677.7,WoodCraft,Wardrobe,North,21263.55,SC003,P0008
2023-03-06,Electronics,R4,0,Online,0.0,0.0,SoundMax,Bluetooth Speaker,West,0.0,SC002,P0001
2023-03-06,Electronics,R4,2,Retail,10593.6,7945.2,SoundMax,Bluetooth Speaker,West,2648.4,SC003,P0001
2023-03-06,Electronics,R3,0,Retail,0.0,0.0,TechPro,Smartphone Z,East,0.0,SC003,P0006
2023-03-07,Electronics,R1,4,Online,228911.68,183129.35,TechPro,Laptop X,North,45782.34,SC002,P0003
2023-03-07,Furniture,R4,4,Online,91448.94,65843.24,WoodCraft,Wardrobe,West,25605.7,SC002,P0008
2023-03-07,Electronics,R4,2,Retail,62339.78,51118.62,TechPro,Smartphone Z,West,11221.16,SC003,P0006
2023-03-07,Accessories,R4,2,Retail,2762.96,1795.92,ChargeFast,Power Bank,West,967.04,SC003,P0005
2023-03-08,Electronics,R1,3,Online,93644.37,76788.38,TechPro,Smartphone Z,North,16855.99,SC002,P0006
2023-03-08,Furniture,R2,0,Online,0.0,0.0,HomeEase,Study Table,South,0.0,SC002,P0007
2023-03-09,Electronics,R2,1,Online,31136.79,25532.17,TechPro,Smartphone Z,South,5604.62,SC002,P0006
2023-03-09,Accessories,R1,2,Retail,2774.53,1803.45,ChargeFast,Power Bank,North,971.09,SC003,P0005
2023-03-09,Accessories,R4,0,Online,0.0,0.0,CarryLite,Laptop Bag,West,0.0,SC002,P0002
2023-03-10,Accessories,R4,2,Online,2990.64,1943.92,ChargeFast,Power Bank,West,1046.72,SC002,P0005
2023-03-10,Furniture,R4,2,Online,27244.52,21250.73,HomeEase,Study Table,West,5993.8,SC002,P0007
2023-03-10,Electronics,R1,3,Online,83871.8,68774.88,TechPro,Smartphone Z,North,15096.92,SC002,P0006
2023-03-10,Accessories,R2,4,Online,5618.54,3652.05,ChargeFast,Power Bank,South,1966.49,SC002,P0005
